"review_id","place_id","text","rating","timestamp","source"
"Ci9DQUlRQUNvZENodHljRjlvT2twV1FXTk9iazVJYUV0dVVrNTJXVEJxVjBaUFNIYxAB","0098a8ed97daad56f4afab536d7620b8","quán nét siêu thần thiện và nhiệt tình nha ",5,"2025-11-06 00:47:35.448717","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21aS2NrMVNVbmMxVjFSckxXZFZjMW8zYWpOR1ZHYxAB","0098a8ed97daad56f4afab536d7620b8","anh chủ quán đẹp zai nhân viên quá oke luôn net xịn vãi cả nho",5,"2025-10-07 00:47:35.428857","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25sVE0yRTBjMVl6WVVGUFMyVXdhM3BhU0ZkRU5rRRAB","0098a8ed97daad56f4afab536d7620b8","nhân viên chi nhánh2 ly chưa rửa lúc nhận nc thấy ly còn đóng mảng bụi ở trong",1,"2026-03-06 00:47:35.422815","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25kdmIwTlRUemh1WlMxUlZUWjJSVEZmVFhwak1rRRAB","0098a8ed97daad56f4afab536d7620b8","net xịn nha mọi người d",5,"2025-10-07 00:47:35.446745","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21GUlVWUk1Yek5vWm05VlRERXlWazA1ZEY4MWExRRAB","0098a8ed97daad56f4afab536d7620b8","net xịn lắm ạ",5,"2026-01-05 00:47:35.448221","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21rNFdrbE5SamhzTWtSV1EydHpiM2RvTm1GS1RXYxAB","0098a8ed97daad56f4afab536d7620b8","quán ok mát mẻ nhân viên vui vẻ",5,"2026-02-04 00:47:35.432259","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2pRNVJrSkRjek42UjNGNlF6TkNVRXhQVUU1bk5tYxAB","0098a8ed97daad56f4afab536d7620b8","net sạch sẽ nhân viên nhiệt tình dễ thương",5,"2026-02-04 00:47:35.446115","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xsemVrUjFVRTh0ZEdNMVZqQkhXRWgzTlU1Mk0yYxAB","0098a8ed97daad56f4afab536d7620b8","net sạch nhân viên nhiệt tình mới mở ok lắm mọi người ghé xem thử",5,"2026-02-04 00:47:35.426441","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xkWWNFczRTMFk1TVcxUFdYVjBRMTlqTTNWeFNVRRAB","0098a8ed97daad56f4afab536d7620b8","tiệm xịn chủ dth quá trời  ",5,"2026-01-05 00:47:35.450652","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21kSGNUVlRVREZ2T0dKblpXVTFibXhuYUZoRVFVRRAB","0098a8ed97daad56f4afab536d7620b8","net quán cấu hình máy mạnh  phục vụ tốt",5,"2026-01-05 00:47:35.411908","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xGUmNUQXlWWGxtU2tjMGJVSnNkM2hzYm1vM1ZHYxAB","0098a8ed97daad56f4afab536d7620b8","net ok máy lạnh rét luôn anh em ạ",5,"2025-12-06 00:47:35.447761","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tWNGJrd3dVRkZ1VDFGalh6WjZORjlWVFVGNVdXYxAB","0098a8ed97daad56f4afab536d7620b8","nét ok có khu vực không hút thuốc 10 điểm",5,"2025-11-06 00:47:35.416926","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25ZMU9HMHdkRWxWT0VwMWNpMXNZVGhHVURSd2FsRRAB","0098a8ed97daad56f4afab536d7620b8","quán mở 247 mới tạo tài khoản được x2 luôn có phòng máy lạnh máy khoẻ",5,"2025-12-06 00:47:35.426905","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tWd2JVODJWREZGWmxOMWFqVTBRMk5rUW5KSlJtYxAB","0098a8ed97daad56f4afab536d7620b8","anh chủ 10 điểm quán xịn",5,"2025-11-06 00:47:35.430281","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tSQ05YQnNZMUpDVUZKeFIxSkVkamxvYlZKWGEzYxAB","0098a8ed97daad56f4afab536d7620b8","quán máy ngon nv nhiệt tình",5,"2026-01-05 00:47:35.451136","google_maps"
"ChdDSUhNMG9nS0VJQ0FnTUN3MjhtVXBBRRAB","0098a8ed97daad56f4afab536d7620b8","net mở cửa 247  combo ngày và đêm đồng giá 40k dàn máy cấu hình đỉnh cao  không gian chuẩn cyber",5,"2025-05-10 00:47:35.416211","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2t4QlVGYzBiMVpGUmxCak0ySkpkbGhCVkhKdVgzYxAB","0098a8ed97daad56f4afab536d7620b8","quán chương trình ngon lắm máy cũng ok",5,"2025-10-07 00:47:35.449689","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tvME1UaG5VbXhRVEVGT2FrRmtlRXcyWkRoM1UxRRAB","0098a8ed97daad56f4afab536d7620b8","net mở 2424 máy tốt cấu hình ok mn nên trải nghiệm nhé",5,"2025-12-06 00:47:35.430811","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21SeFQwbzVORWhDUVZReU4xUTRkWFZrTnkxWGRGRRAB","0098a8ed97daad56f4afab536d7620b8","quán net quá tuyệt",5,"2026-01-05 00:47:35.441369","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xjelIzUTRVRXhxVW1Obk0xaHZMVE4wVUdkS04xRRAB","0098a8ed97daad56f4afab536d7620b8","net mát mẻ chơi lần đầu được test máy cả ngày nạp trên 50k được nhân 2 mọi lần",5,"2025-12-06 00:47:35.427387","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2pJeVRraDRhbHByWVRReFIwYzFXRll3ZG5WWmRHYxAB","0098a8ed97daad56f4afab536d7620b8","hay bật phim bậy bạ cho khách",5,"2026-03-06 00:47:35.442206","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tORVdFY3pZV2hKVjJWRk5FaGhNelU0YTFKQ09IYxAB","0098a8ed97daad56f4afab536d7620b8","máy ngon  phòng xịn  nhân viên dễ thương",5,"2025-11-06 00:47:35.450158","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xGSWFYZG5VMXB5VDJJelRVNVJTMll6UVVoSlRVRRAB","0098a8ed97daad56f4afab536d7620b8","quán net máy ngon xịn điều hoà mát mẻ",5,"2025-12-06 00:47:35.438908","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xwMmRHNVFSbk4xT0VkMVVrd3phVEpVYkVkd2VtYxAB","0098a8ed97daad56f4afab536d7620b8","quán cấu hình tạm ổn  nhân viên vui vẻ dễ thương",5,"2025-11-06 00:47:35.433863","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2poRWJ6SnFZMEpMVFhKbGFITnpaVE4xY0VjMFIzYxAB","0098a8ed97daad56f4afab536d7620b8","net đẹp sạch nhân viên nhiệt tình điểm đến của gamer",5,"2025-12-06 00:47:35.425328","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2pkRFZYSnhPRWwyWWxKdldUWlZXR3RQVW5aSmJVRRAB","0098a8ed97daad56f4afab536d7620b8","quán net ok nhân viên nhiệt tình vui vẻ",5,"2025-12-06 00:47:35.435368","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT20xbWMyaExNMUZvT1V4bVNVWmhUbk55YVZkVGJVRRAB","0098a8ed97daad56f4afab536d7620b8","giá cả tăng nhiều quá kèm với lại bỏ nạp x2 khi nạp từ 50 đổi sang nạp 5010 giá cả không còn phù hợp hs sv",2,"2026-03-06 00:47:35.418849","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xaTk1FWmpXR1JXWXpORFkxaDVSWGhRVVRaM2FXYxAB","0098a8ed97daad56f4afab536d7620b8","quán bao tuyệt mình hay hút thuốc mà có phòng hút nữa",5,"2025-10-07 00:47:35.447255","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25oT1NuUnJNVXh5WjNkNlJXNHpVRVUzZGtRMlZIYxAB","0098a8ed97daad56f4afab536d7620b8","lan quế phường nhân viên super cute máy quá ok",5,"2025-10-07 00:47:35.420983","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT20xZlpGTTRUME14Ym5wNFlVNDRhWEp6V1RCa2VGRRAB","0098a8ed97daad56f4afab536d7620b8","phòng cực mạnh treo 2 game  live stream 1 lúc mà vẫn vô tư nv vui vẻ không gian ok nha",5,"2026-01-05 00:47:35.428368","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xkaFduSnRSelpuVVVoSk5UazJaMEpvWTJobGNVRRAB","0098a8ed97daad56f4afab536d7620b8","chổ này ok nha mn",5,"2026-01-05 00:47:35.43139","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xKbFZYQXhNRFpSU210T2JHcG9abnBwVG5NdGJIYxAB","0098a8ed97daad56f4afab536d7620b8","quán net mới thủ đức chất lượng ok mng đến trải nghiệm nha",5,"2025-10-07 00:47:35.444676","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2kxdGFFaE1TMWhOTm5WeU4wWXdSRnBZYzJOdWRsRRAB","0098a8ed97daad56f4afab536d7620b8","quán nét cấu hình ngon máy lạnh rét mỗi tội chơi đêm là quán tắt hết điện không còn bóng đèn nào rất hại mắt cho ae cày đêm",4,"2025-09-07 00:47:35.429328","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT210R1lYcGhUVkJPUTJaMFYxWjZXa3hNYmxSV1MzYxAB","0098a8ed97daad56f4afab536d7620b8","net có ưu đãi cho người mới tuyệt vời",5,"2025-10-07 00:47:35.417625","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25CaVJUQnNabGhvTkVFelN6QnRabDg1WldKT04zYxAB","0098a8ed97daad56f4afab536d7620b8","nhân viên nhiệt tình dễ thương cho 100 điểm ạ",5,"2026-01-05 00:47:35.427869","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2psTWJVb3hTRlpLU1V4WVdGOUtOblZ6YjFJdE9HYxAB","0098a8ed97daad56f4afab536d7620b8","trải nghiệm ở đây khá tuyệt vời đáng để thử",5,"2025-11-06 00:47:35.436373","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21ONU5WSkRVRzVtVW5OZmRVOTFlVGxKWDBwbGMyYxAB","0098a8ed97daad56f4afab536d7620b8","mát mẻ êm ái cấu hình ok mọi thứ đều ok",5,"2025-10-07 00:47:35.449194","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xaQ1JqWnRkSFZoTkU5NmMwRXRaRXBFTVZkSE5uYxAB","0098a8ed97daad56f4afab536d7620b8","mạy lạnh phà phà cấu hình mạnh còn khuyến mãi nhiều",5,"2025-12-06 00:47:35.443788","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xoemVqaHNhbUpvV1ZRd2REWTVjRzFoVW1zMFlrRRAB","0098a8ed97daad56f4afab536d7620b8","máy mới không gian rộng rãi nhiều máy ko bị đông",5,"2025-12-06 00:47:35.439383","google_maps"
"ChZDSUhNMG9nS0VQcmZwNWZZbnQzME1REAE","0621e39bf9eaf732b3e52d83034a3821","matcha latte không ngon toàn có vị sữa đặc không có chút nào vị matcha cả những món khác của the cup ngon nhưng riêng món này chê nha",3,"2025-07-09 02:03:35.427533","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUN2d3B1Tk93EAE","0621e39bf9eaf732b3e52d83034a3821","có các món ăn giá từ 55kphần
không gian rộng
khu vực vệ sinh sạch sẽ và thơm mát ",5,"2025-04-05 02:03:35.435352","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21SdlZtUmZVVzFPVUdOblVESnhiMnhJVTBsUGRtYxAB","0621e39bf9eaf732b3e52d83034a3821","mình đến cup từ lúc mới mở cửa và từ hôm nay mình sẽ không ghé lại nữa
tạm biệt nơi mình gắn bó để hoàn thành nhiều dự án ở cup thì thức uống không có gì đặc biệt nhưng cái giữ chân mình lại chính là không gian và thái độ của nhân viên nhưng hôm nay tất cả điểm cộng ấy đã không còn",1,"2026-03-15 02:03:35.420541","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUNKNkxyTlZnEAE","0621e39bf9eaf732b3e52d83034a3821","menu đầy đủ từ thức uống bánh snack đến đồ ăn đặc biệt là cơm niêu
dịch vụ tốt
không gian rộng rãi sạch ",5,"2024-04-05 02:03:35.426203","google_maps"
"ChdDSUhNMG9nS0VJQ0FnSURydDZUanF3RRAB","0621e39bf9eaf732b3e52d83034a3821","trải nghiệm tệ nhất trong các chi nhánh up từng ghé thu ngân bắt khách phải trả tiền lẻ mặc dù khách không muốn tiếp đó tôi có dựng 1 đế standee nhỏ để làm 1 buổi trò chuyện nhỏ bằng tiếng anh để rất sát bàn không ảnh hướng đến lối đi  ",1,"2025-04-05 02:03:35.438759","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21ocFZHNVBhRTV1VUhOamFHNUZXV1kwVmxnd01uYxAB","0621e39bf9eaf732b3e52d83034a3821","mình biết đến the cup cafe đã lâu nhưng hôm nay mới có dịp ghé qua ngồi lại lâu để chạy deadline và trải nghiệm thực sự vượt ngoài mong đợi ",5,"2025-12-06 02:03:35.410573","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2pKaE9IZG1Wek0zTW1aMVlWWk9WREk1ZG1oVFFsRRAB","0621e39bf9eaf732b3e52d83034a3821","08082025 nhân viên chú ý lại nhé ly nước  cũng may là không phải con ruồi thường xuyên uống ở đây đây là lần đầu tiên bị như thế này",4,"2025-09-07 02:03:35.418884","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUQzaHN5eUF3EAE","0621e39bf9eaf732b3e52d83034a3821","trà xanh đá xay vị ngọt ngay ko có tý vị trà trà cam quế thì nhạt nhẽo quá tệ ",5,"2025-04-05 02:03:35.439354","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2toa1gwaFpORmRoYzJaaVRHaHJURnBKZDJaWWFuYxAB","0621e39bf9eaf732b3e52d83034a3821","trà xanh latte lẫn trà xanh đá xay đều khá dở vị nhạt nhẽo không vị trà xanh mà vị sữa cx lờ lợ nhân viên thái độ tệ không ghé lần sau  ",1,"2025-07-09 02:03:35.4328","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25oMWIwbFBWVmN0YlVvM1ZrOHpZMmwxUkdwU05uYxAB","0621e39bf9eaf732b3e52d83034a3821","qua that vong dat tren app ly sz l nhung den lay chi la sz m nhan vien nói do tết nên k tang size lz  xàm làm k có tâm đung làm",1,"2026-03-06 02:03:35.425483","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21OSGJVOHRTRmhVWjBsaFFqZEpUbmgwVEd3M2JHYxAB","0621e39bf9eaf732b3e52d83034a3821","ê cái món này dở nhỏ xíu mà tận 55 kh đáng thực sự youkur xoài nha",1,"2026-01-05 02:03:35.423116","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25aeU5HSlFhMXBRVjFKRGFERXhSakJYVVRGRVpWRRAB","0621e39bf9eaf732b3e52d83034a3821","nhân viên thái độ với khách nếu cảm thấy đi làm không vui vẻ được thì đừng làm ",1,"2026-01-05 02:03:35.434692","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT21KVE0xTjNTa1pOU3pKRk4wSjJUVWw0YjFoelRWRRAB","0621e39bf9eaf732b3e52d83034a3821","quán rộng rãi thoáng mát nhưng điểm trừ là nước uống ly đó có hạt sen mà hạt sen nó đắng mong quán cải thiện lại giúp chứ bỏ tiền ra 1 ly nước kh phải rẻ mà trải nghiệm tệ quá",2,"2025-08-08 02:03:35.424882","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2xZelFuY3hhelF5TlZCQ1IyUTVTbVJzY1ZKa1NFRRAB","0621e39bf9eaf732b3e52d83034a3821","quán này có mở đêm quán rất đông khách",5,"2026-03-06 02:03:35.436273","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSURSbXFYYUt3EAE","0621e39bf9eaf732b3e52d83034a3821","quán nằm vị trí đắt địa ngay trung tâm thương mại phú hoà nên khoá đông đúc thức ăn tạm ổn thức uống phong phú tuy nhiên phục vụ còn hơi chậm khá ồn ào do máy lạnh kêu to hoà với tiếng ồn do kê bàn quá dày không thích hợp cho người lớn tuổi",4,"2024-04-05 02:03:35.424278","google_maps"
"ChdDSUhNMG9nS0VQdkYxNzdicXViRTVRRRAB","0621e39bf9eaf732b3e52d83034a3821","quán nằm ngay vòng xoay kdc phú hoà  tỉnh bình dương

có chỗ đậu xe máy và ô tô  có bv giữ xe an toàn ",5,"2025-07-09 02:03:35.420882","google_maps"
"ChRDSUhNMG9nS0VJQ0FnSUQ4X1AwUxAB","0621e39bf9eaf732b3e52d83034a3821","view rộng nhân viên nhiệt tình
từ t2 đến t6 có cơm niêu mình ghé t7 ăn tạm phở không ngon lắm
cappuccino không ngon",3,"2021-04-06 02:03:35.439051","google_maps"
"ChdDSUhNMG9nS0VJQ0FnSURfdV9fSHdBRRAB","0621e39bf9eaf732b3e52d83034a3821","quán nằm ngay vòng xoay kdc phú hoà

có chỗ đậu xe máy và ô tô ",5,"2025-04-05 02:03:35.420182","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUNocVlTMFlnEAE","0621e39bf9eaf732b3e52d83034a3821","hảo menu cơm niêu ngon ăn kèm salad trộn mayonnaise trái cây tráng miệng trà đá tự phục vụ thật ổn giá chỉ 55k ",5,"2023-04-06 02:03:35.423697","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUNidnRfd0hREAE","0621e39bf9eaf732b3e52d83034a3821","the cup cafe là 1 thương hiệu nổi tiếng thì về chất lượng không gian cùng với đồ ăn thức uống thì khổi phải bàn còn về việc phục vụ thì mỗi chổ mỗi kiểu ae cảm nhận mỗi người mỗi khác nên ko nào đánh đồng đc  làm đồ mang đi hơi lâu ",4,"2025-04-05 02:03:35.432152","google_maps"
"ChZDSUhNMG9nS0VJQ0FnTURBMnZpQlh3EAE","0621e39bf9eaf732b3e52d83034a3821","hỏi nhân viên món best seller thì được gợi ý món tứ quý long nhãn hạt sen nhưng mà hạt sen cảm giác sượng sượng cứng cứng như chưa chín chứ không như những quán khác mình từng thử nó mềm và bùi",1,"2025-04-05 02:03:35.435028","google_maps"
"ChZDSUhNMG9nS0VJQ0FnSUNtdXRYUkpREAE","0621e39bf9eaf732b3e52d83034a3821","the cup cafe nằm trên đường d1 chung cư biconsi phường phú hòa thủ dầu một bình dương gần vòng xoay xe ra vào khá dễ kể cả xe hơi quán cafe mở 2424 nên rất phù hợp cho các bạn trẻ cày đêm với chi phí thấp quán được thiết kế mặt ngoài ",5,"2022-04-06 02:03:35.43073","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25CRFdEaFZRVzVyVTFaM2EzSlVNbk5PVms0MlFsRRAB","0621e39bf9eaf732b3e52d83034a3821","the cup cafe ở biconsi phú hòa thực sự làm mình ấn tượng với không gian ấm cúng và bài trí rất chill đồ uống ở đây ngon và phục vụ cực kỳ nhiệt tình có điều âm nhạc hơi to làm mất chút thư giãn nhưng tổng thể thấy ổn sẽ quay lại",5,"2026-01-05 02:03:35.430191","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2t4VVJYZFpXbmhhVm1SUVptSXlVR05UVVhJM1dtYxAB","0621e39bf9eaf732b3e52d83034a3821","the cup cafe vietnam có không gian được thiết kế đẹp mắt rất thích hợp để chụp ảnh và thư giãn đồ uống ở đây đa dạng hương vị thơm ngon đặc biệt là các loại cà phê nhân viên phục vụ thân thiện và chu đáo để tăng cường sự gắn kết quán ",5,"2026-03-06 02:03:35.42156","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2pOSUxVazNNVlZMWkdGdU1YSnBObEpOTlVSa2EzYxAB","0621e39bf9eaf732b3e52d83034a3821","the cup cafe vietnam thực sự là một điểm đến lý tưởng cho những ai cần không gian làm việc hay thư giãn suốt cả ngày với ưu điểm mở cửa 2424 quán có thiết kế theo phong cách châu âu hiện đại rộng rãi và tràn ngập ánh sáng tự nhiên nhờ ",5,"2026-03-08 02:03:35.416924","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tsdWVUY3hiRzV4VmpKV05XbFFSVFpNV1VkNFYzYxAB","0621e39bf9eaf732b3e52d83034a3821","the cup phú hòa nằm ngay vòng xoay phú hòa vị trí cực kỳ dễ tìm và thuận tiện cho cả học sinh  sinh viên dân văn phòng hay anh em ghé nhanh một ly cà phê mang đi ",5,"2025-12-06 02:03:35.411728","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2tzMGNuVnJZVkZNZW1oblpHOUZjakl3UzJOVlJrRRAB","0621e39bf9eaf732b3e52d83034a3821","hôm nay mình đi với gia đinh vào lúc 0020 bạn nam đứng quầy oder rất thái độ với kháchkhách oder hỏi món thì k thèm nhìn thái độ rất tệ
đi làm là tự nguyện hay ai ép đi làm mà sao k đc vui í the cup xem lại thái độ nhân viên nha",1,"2026-03-06 02:03:35.414275","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT25SVWFFUnpObkJ4TVVWSFVDMDNRVjlHVW1WcE0yYxAB","0621e39bf9eaf732b3e52d83034a3821","khách còn để đồ ở đó mà đi toilet ra thấy dọn sạch bàn ý là đuổi khách hay gì nhân viên phục vụ thái độ kém nước thì giá cao mà dở nhạt lắm",1,"2025-10-07 02:03:35.437839","google_maps"
"Ci9DQUlRQUNvZENodHljRjlvT2w5WFZWSkZjM0JCVFhWelRIRjVSV3B3YldwT2JHYxAB","0621e39bf9eaf732b3e52d83034a3821","không đa dạng về món ăn  có đồ ăn sáng mình ăn cơm tấm ổn
đi vào các buổi còn lại thì có món mì gói bò viên
cac loại nươc ok giá từ 2955k
nơi ngồi làm việc hoặc họp mặt tốt",5,"2026-01-05 02:03:35.426962","google_maps"
